date,cpi_us,cpi_goods,cpi_services,indpro,oil_price,gscpi,cpi_yoy,cpi_goods_yoy,cpi_services_yoy,indpro_yoy,oil_yoy
2012-05-01,228.713,186.81,270.363,97.6609,110.822173913043,-0.6666671003105886,1.7379429374660749,1.2498374018991454,2.077701427169054,4.0185114178595605,-3.5738169199724945
2012-06-01,228.524,185.837,270.956,97.6663,95.8890476190476,-0.7005390154396676,1.653870448297634,0.9489923407029144,2.138085975784443,3.7105509068513065,-16.159249344473146
2012-07-01,228.59,185.502,271.392,97.8713,102.979545454545,-0.6857617744590278,1.4175114798464783,0.5071356587887266,2.0416450470367886,3.418677881567289,-12.345400379164161
2012-08-01,229.918,187.526,272.071,97.4525,113.780434782609,-0.13082054650892616,1.6859349154821235,1.2220530923772843,2.017698451385508,2.285596731143258,3.10421722822829
2012-09-01,231.015,189.115,272.691,97.381,113.6415,-0.25748027768989373,1.9497168982819613,1.7797941961594788,2.084433014004783,2.2951570495009843,1.4994032104842514
2012-10-01,231.638,189.812,273.242,97.7193,111.792608695652,0.002591534863435514,2.1556780595369363,2.2005653519989288,2.138905502392352,1.9430024786973865,1.2343482423044172
2012-11-01,231.249,188.453,273.783,98.0777,109.911818181818,-0.35015939201007906,1.7960197033926262,1.188795042928703,2.2230602361954954,2.3257536633332743,-1.1216566005175288
2012-12-01,231.221,187.716,274.437,98.3101,109.569047619048,-0.14561136509801087,1.7595049796895523,1.0785459283948917,2.2252600917072263,2.0268355938483085,1.1272228565041953
2013-01-01,231.679,187.971,275.121,98.3342,112.527826086957,-0.04182442489494569,1.684061762098299,0.7844167542411018,2.2982821447162793,1.4467904237824847,0.9988117281847231
2013-02-01,232.937,189.884,275.756,98.7941,116.488,-0.36714422721371376,2.0181404902574807,1.311450919296142,2.498568954109892,1.5945538776370727,-2.247050925481686
2013-03-01,232.282,188.07,276.207,99.1921,109.585714285714,-0.5348664523976528,1.5187472411246183,0.11018667859024056,2.465110067442744,2.534732272069462,-12.122760070797034
2013-04-01,231.797,186.794,276.473,99.1065,102.96,-0.7249172300496199,1.138808047576867,-0.6768864287727272,2.357601673423293,1.7145631127746475,-14.534738939154979
2013-05-01,231.893,186.495,276.955,99.1839,102.980434782609,-0.858381008744958,1.3903888279197085,-0.16862052352657475,2.438203452395471,1.5594777439077445,-7.075965804990481
2013-06-01,232.445,187.137,277.441,99.3897,103.3585,-0.6625472087664066,1.7157935271568725,0.6995377669678282,2.3933775225497778,1.7645800035426706,7.789682519975982
2013-07-01,232.9,187.328,278.142,99.0814,107.779565217391,-0.6509261262751552,1.885471805415806,0.9843559638170962,2.4871772196674913,1.2364196654177428,4.6611390074203785
2013-08-01,233.456,187.847,278.743,99.6543,111.058181818182,-0.5632061751913067,1.538809488600279,0.17117626355811488,2.452301053769035,2.2593571227008002,-2.392549272313982
2013-09-01,233.544,187.353,279.396,100.161,111.962857142857,-0.2777886684521949,1.0947341081747997,-0.931708219866223,2.4588270239942034,2.854766330187619,-1.4771389476053942
2013-10-01,233.669,187.248,279.756,100.082,109.618695652174,-0.18061055450438526,0.8767991434911471,-1.3508102754304363,2.3839673256673466,2.4178437626957816,-1.944594610361361
2013-11-01,234.1,187.504,280.332,100.3158,108.150476190476,-0.6918629174257901,1.2328701961954458,-0.5035738353860175,2.3920404115668203,2.281966236973343,-1.602504644612801
2013-12-01,234.719,188.209,280.891,100.5175,111.070454545455,-0.49336132753945666,1.5128383667573297,0.26263078267170226,2.3517237107241407,2.245344069429267,1.3702838155781993
2014-01-01,235.288,188.528,281.729,100.1599,107.926956521739,-0.6333620140805115,1.557758795574915,0.29632230503640056,2.401852275907701,1.8566277042981971,-4.088650536679383
2014-02-01,235.547,188.439,282.328,100.9168,108.838,-0.2829945533884772,1.1204746347724948,-0.760990920772675,2.3832663659177022,2.148610089064018,-6.567200054941291
2014-03-01,236.028,188.14,283.543,101.8942,107.868095238095,-0.623763683676026,1.6126949139408042,0.03722018397405158,2.6559790302201014,2.724108069090181,-1.5673749619779853
2014-04-01,236.468,188.779,283.778,101.9928,108.003636363636,-0.8212886999818446,2.015125303606169,1.0626679657804727,2.6422109934785665,2.9123215934373725,4.898636716818183
2014-05-01,236.918,188.766,284.678,102.3836,109.832272727273,-0.8345331774147413,2.166947687079812,1.2177270168100884,2.788539654456512,3.226027611336124,6.653533711649384
2014-06-01,237.231,188.973,285.109,102.735,112.240952380952,-0.6909024276392044,2.0589816945944195,0.9810994084547664,2.7638308685450363,3.365841732090935,8.593828645880098
