mmsi,length_m,width_m,draft_m,vessel_type,imo,n_obs,first_year,last_year
636019088,304.0,40.0,12.2,70.0,,1867,2019,2020
636019104,183.0,32.0,7.5,80.0,,478,2023,2025
636019108,180.0,30.0,7.5,70.0,,80,2023,2023
636019109,229.0,32.0,7.2,70.0,,221,2022,2022
636019110,229.0,32.0,7.1,70.0,,828,2023,2024
636019120,142.0,22.0,5.6,80.0,,1447,2021,2025
636019125,277.0,40.0,9.1,71.0,,232,2019,2019
636019141,249.0,44.0,12.4,80.0,,224,2025,2025
636019143,170.0,27.0,9.2,70.0,,479,2022,2022
636019144,190.0,32.0,12.0,70.0,,1297,2022,2025
636019145,249.0,44.0,12.0,80.0,,4,2025,2025
636019161,180.0,30.0,8.6,70.0,,404,2024,2024
636019162,197.0,32.0,11.7,70.0,,216,2020,2020
636019169,186.0,28.0,10.3,70.0,,1751,2022,2025
636019170,199.0,32.0,7.5,70.0,,406,2025,2025
636019173,144.0,24.0,8.2,80.0,,1537,2023,2024
636019176,147.0,24.0,8.0,82.0,,881,2024,2025
636019177,147.0,24.0,9.9,82.0,,605,2021,2022
636019178,147.0,24.0,9.2,80.0,,3232,2021,2024
636019179,147.0,24.0,7.0,82.0,,1335,2021,2025
636019180,183.0,32.0,7.5,80.0,,458,2023,2023
636019181,183.0,32.0,10.2,80.0,,569,2024,2025
636019198,147.0,24.0,9.6,80.0,,254,2023,2025
636019199,147.0,24.0,7.7,80.0,,1874,2021,2024
636019200,147.0,24.0,7.9,80.0,,171,2021,2021
636019201,147.0,24.0,6.9,80.0,,490,2022,2022
636019203,147.0,24.0,8.0,80.0,,1438,2021,2023
636019204,146.0,24.0,6.9,80.0,,1591,2021,2025
636019206,366.0,48.0,14.6,71.0,,879,2022,2022
636019213,366.0,48.0,13.5,71.0,,473,2022,2022
636019214,366.0,48.0,14.9,74.0,,477,2024,2024
636019215,366.0,48.0,13.6,71.0,,860,2021,2025
636019238,190.0,33.0,6.9,70.0,,485,2023,2023
636019245,148.0,23.0,8.7,71.0,,61,2023,2023
636019261,183.0,32.0,7.9,89.0,,710,2019,2021
636019265,200.0,32.0,13.6,70.0,,40,2025,2025
636019270,183.0,32.0,8.5,89.0,,708,2019,2022
636019289,222.0,30.0,9.6,71.0,,199,2022,2022
636019291,228.0,32.0,7.5,70.0,,259,2022,2024
636019306,229.0,32.0,7.5,70.0,,1236,2021,2021
636019310,274.0,48.0,10.0,80.0,,254,2024,2024
636019325,200.0,32.0,10.3,70.0,,1503,2021,2023
636019327,249.0,44.0,8.0,89.0,,259,2021,2021
636019331,323.0,43.0,12.3,70.0,,2657,2021,2025
636019332,323.0,43.0,10.8,74.0,,2138,2022,2024
636019333,181.0,30.0,6.5,70.0,,901,2019,2021
636019342,299.0,42.0,10.5,71.0,,172,2025,2025
636019347,292.0,45.0,11.5,70.0,,409,2022,2022
636019355,304.0,40.0,10.0,70.0,,1097,2022,2024
636019356,200.0,32.0,7.5,70.0,,924,2021,2023
636019358,250.0,44.0,8.3,80.0,,443,2024,2024
636019384,183.0,32.0,7.5,83.0,,443,2021,2021
636019387,249.0,44.0,9.3,80.0,,457,2022,2025
636019392,237.0,42.0,14.5,80.0,,926,2023,2023
636019407,323.0,43.0,10.4,70.0,,461,2023,2025
636019409,180.0,30.0,6.6,70.0,,166,2025,2025
636019411,228.0,32.0,7.8,70.0,,56,2022,2022
636019413,334.0,42.0,12.8,71.0,,1739,2020,2021
636019418,185.0,27.0,10.8,80.0,,650,2020,2022
636019425,207.0,30.0,8.5,71.0,,1610,2021,2024
636019434,261.0,32.0,12.0,71.0,,387,2023,2023
636019441,229.0,32.0,7.4,70.0,,226,2023,2023
636019443,210.0,30.0,11.8,79.0,,182,2025,2025
636019448,200.0,32.0,10.0,79.0,,310,2022,2022
636019449,190.0,32.0,10.5,77.0,,1557,2021,2025
636019450,180.0,29.0,7.7,80.0,,467,2021,2021
636019454,175.0,29.0,6.1,70.0,,461,2022,2022
636019493,300.0,43.0,11.9,74.0,,1919,2021,2024
636019496,180.0,28.0,8.8,80.0,,484,2021,2023
636019498,229.0,36.0,7.5,70.0,,821,2022,2025
636019499,229.0,36.0,13.9,70.0,,72,2025,2025
636019502,292.0,45.0,11.7,70.0,,468,2022,2022
636019523,260.0,32.0,11.0,71.0,,206,2022,2022
636019534,181.0,32.0,7.5,80.0,,1205,2021,2022
636019538,199.0,32.0,11.8,70.0,,870,2023,2024
636019542,200.0,32.0,9.8,70.0,,112,2023,2023
636019555,200.0,32.0,11.1,70.0,,365,2024,2024
636019564,186.0,32.0,7.7,80.0,,415,2022,2022
636019574,172.0,28.0,6.9,70.0,,202,2019,2019
636019581,180.0,30.0,7.8,70.0,,492,2021,2021
636019582,299.0,48.0,10.8,70.0,,1401,2024,2025
636019610,190.0,32.0,6.6,70.0,,473,2021,2021
636019611,190.0,32.0,7.0,70.0,,455,2021,2021
636019620,190.0,32.0,6.8,70.0,,483,2020,2020
636019627,183.0,32.0,8.0,80.0,,628,2021,2024
636019637,149.0,24.0,6.2,80.0,,825,2024,2025
636019638,145.0,24.0,8.0,80.0,,1684,2021,2023
636019644,180.0,32.0,7.7,80.0,,347,2025,2025
636019646,300.0,50.0,11.6,70.0,,228,2021,2021
636019648,199.0,32.0,13.1,70.0,,442,2025,2025
636019659,200.0,32.0,12.1,70.0,,97,2025,2025
636019682,225.0,32.0,11.1,70.0,,471,2024,2024
636019693,225.0,32.0,13.0,70.0,,467,2023,2023
636019704,177.0,28.0,6.3,70.0,,158,2022,2022
636019716,264.0,32.0,11.2,70.0,,326,2025,2025
636019717,265.0,32.0,10.7,71.0,,873,2021,2022
636019733,240.0,38.0,7.4,70.0,,468,2022,2022
636019753,199.0,32.0,10.0,70.0,,2076,2021,2025
636019756,200.0,32.0,7.9,70.0,,731,2022,2022
636019760,299.0,40.0,12.7,70.0,,140,2022,2022
636019764,277.0,48.0,10.8,80.0,,450,2021,2021
636019778,152.0,23.0,8.4,70.0,,42,2021,2021
636019789,199.0,32.0,9.4,70.0,,246,2024,2024
636019794,228.0,37.0,11.2,71.0,,1931,2021,2024
636019822,200.0,32.0,11.7,70.0,,437,2023,2023
636019823,200.0,32.0,9.7,70.0,,220,2022,2022
636019824,186.0,32.0,12.1,70.0,,259,2022,2023
636019825,300.0,41.0,11.6,70.0,,1870,2020,2023
636019828,144.0,24.0,9.3,82.0,,870,2023,2025
636019840,175.0,30.0,8.6,70.0,,462,2022,2022
636019847,198.0,32.0,6.1,70.0,,916,2022,2025
636019849,229.0,30.0,7.5,70.0,,280,2022,2022
636019860,190.0,30.0,9.5,70.0,,1345,2021,2022
636019876,180.0,28.0,9.9,70.0,,461,2022,2022
636019882,173.0,28.0,6.4,89.0,,485,2022,2022
636019890,175.0,29.0,9.8,70.0,,508,2022,2022
636019920,183.0,32.0,11.2,80.0,,1067,2021,2024
636019921,183.0,32.0,8.6,80.0,,424,2025,2025
636019924,199.0,32.0,7.2,70.0,,1413,2023,2023
636019926,183.0,32.0,10.4,80.0,,788,2021,2024
636019929,180.0,32.0,11.9,80.0,,1381,2022,2024
636019948,180.0,30.0,7.7,70.0,,473,2021,2022
636019967,229.0,32.0,7.1,70.0,,383,2021,2021
636019968,229.0,32.0,7.4,70.0,,459,2022,2023
636019969,239.0,39.0,8.1,70.0,,265,2022,2024
636019972,229.0,32.0,7.4,70.0,,579,2023,2025
636019974,229.0,32.0,7.2,70.0,,457,2024,2024
636019984,332.0,48.0,15.4,70.0,,618,2021,2022
636019985,330.0,48.0,14.3,71.0,,3058,2021,2025
636019987,183.0,32.0,11.3,80.0,,826,2024,2024
636019989,183.0,32.0,8.4,80.0,,333,2022,2022
636019990,183.0,32.0,9.9,80.0,,644,2021,2022
636019991,183.0,32.0,10.0,80.0,,574,2022,2023
636019992,183.0,32.0,11.8,89.0,,657,2024,2025
636019994,183.0,32.0,9.4,80.0,,887,2022,2024
636019995,183.0,32.0,9.3,80.0,,328,2025,2025
636019997,180.0,30.0,10.5,70.0,,477,2025,2025
636020010,199.0,33.0,6.8,70.0,,458,2021,2021
636020011,229.0,32.0,9.2,70.0,,357,2022,2022
636020019,229.0,32.0,11.9,70.0,,444,2024,2024
636020021,,,12.2,80.0,,386,2025,2025
636020061,228.0,32.0,9.0,80.0,,345,2021,2021
636020073,228.0,32.0,8.0,80.0,,849,2022,2024
636020075,196.0,32.0,12.0,79.0,,462,2022,2022
636020079,132.0,22.0,8.3,70.0,,689,2021,2022
636020106,180.0,28.0,7.1,70.0,,478,2024,2024
636020107,180.0,28.0,6.5,70.0,,176,2025,2025
636020121,228.0,36.0,7.8,80.0,,38,2022,2022
636020122,198.0,32.0,11.8,70.0,,393,2024,2024
636020130,183.0,32.0,8.0,80.0,,908,2021,2025
636020136,229.0,32.0,14.1,70.0,,128,2021,2021
636020142,180.0,29.0,6.4,70.0,,929,2021,2022
636020150,229.0,32.0,7.5,70.0,,374,2022,2022
636020163,184.0,31.0,8.4,70.0,,73,2020,2020
636020168,186.0,28.0,9.2,71.0,,1091,2023,2025
636020192,186.0,28.0,8.9,70.0,,2215,2021,2023
636020202,210.0,30.0,8.5,79.0,,1063,2021,2022
636020206,180.0,28.0,6.8,70.0,,83,2023,2024
636020207,179.0,28.0,8.8,70.0,,1830,2022,2023
636020212,229.0,32.0,14.3,70.0,,222,2025,2025
636020215,256.0,32.0,10.4,71.0,,539,2024,2024
636020222,199.0,32.0,6.5,70.0,,484,2021,2023
636020226,186.0,28.0,10.2,70.0,,1531,2022,2025
636020241,148.0,25.0,8.0,74.0,,1176,2021,2022
636020242,250.0,44.0,10.8,80.0,,439,2024,2024
636020244,229.0,32.0,10.3,70.0,,442,2022,2022
636020252,294.0,32.0,11.6,79.0,,219,2023,2024
636020257,293.0,32.0,10.2,71.0,,1,2021,2021
636020258,293.0,32.0,10.6,71.0,,1063,2022,2023
636020269,189.0,32.0,12.0,70.0,,136,2021,2022
636020277,183.0,32.0,7.9,89.0,,608,2021,2022
636020284,199.0,32.0,7.2,70.0,,565,2021,2021
636020285,198.0,32.0,10.2,70.0,,82,2022,2022
636020292,146.0,23.0,6.5,80.0,,390,2022,2022
636020293,147.0,23.0,6.1,80.0,,447,2022,2022
636020294,189.0,32.0,6.4,70.0,,469,2021,2021
636020295,229.0,32.0,7.8,70.0,,355,2022,2022
636020296,200.0,32.0,11.0,70.0,,414,2023,2023
636020298,228.0,38.0,11.8,80.0,,300,2022,2022
636020315,180.0,30.0,10.3,70.0,,469,2023,2023
636020326,334.0,43.0,10.4,71.0,,713,2021,2025
636020327,334.0,43.0,14.0,71.0,,178,2021,2021
636020333,229.0,32.0,14.0,70.0,,806,2021,2024
636020334,294.0,32.0,9.6,70.0,,753,2022,2023
636020337,197.0,33.0,6.1,70.0,,144,2021,2021
636020344,229.0,32.0,7.1,79.0,,158,2023,2023
636020347,176.0,32.0,8.0,70.0,,1036,2021,2024
636020350,299.0,43.0,12.6,71.0,,777,2024,2025
636020351,277.0,40.0,11.9,71.0,,148,2023,2023
636020352,225.0,31.0,11.6,79.0,,173,2025,2025
636020353,224.0,31.0,10.0,71.0,,473,2023,2023
636020354,224.0,31.0,11.1,79.0,,458,2024,2025
636020360,207.0,30.0,8.4,70.0,,297,2023,2023
636020363,182.0,32.0,11.3,80.0,,937,2023,2025
636020371,333.0,48.0,13.1,70.0,,3189,2021,2025
636020400,141.0,24.0,5.6,80.0,,865,2021,2021
636020423,250.0,44.0,12.9,80.0,,404,2025,2025
636020424,165.0,27.0,8.0,80.0,,460,2021,2025
636020425,165.0,27.0,8.3,81.0,,1159,2021,2025
636020426,165.0,27.0,8.5,80.0,,1431,2021,2023
636020427,229.0,32.0,9.2,70.0,,478,2025,2025
636020428,165.0,27.0,7.6,80.0,,1196,2021,2024
636020429,165.0,27.0,7.7,80.0,,2031,2021,2024
636020450,229.0,32.0,7.8,70.0,,617,2023,2023
636020452,183.0,32.0,8.6,80.0,,841,2023,2024
636020456,333.0,48.0,12.5,70.0,,1863,2021,2025
636020457,149.0,26.0,10.2,70.0,,306,2025,2025
636020461,254.0,43.0,8.1,70.0,,896,2021,2022
636020468,294.0,32.0,9.2,70.0,,1145,2021,2022
636020475,300.0,40.0,11.8,71.0,,262,2021,2021
636020476,300.0,40.0,11.3,70.0,,1278,2022,2025
636020479,292.0,45.0,10.8,70.0,,733,2021,2022
636020486,200.0,32.0,10.9,70.0,,1468,2021,2023
636020488,199.0,32.0,11.5,70.0,,346,2023,2023
636020494,334.0,42.0,11.0,74.0,,1781,2023,2025
636020495,334.0,41.0,10.9,70.0,,387,2022,2023
636020497,334.0,43.0,11.2,70.0,,649,2023,2023
636020498,300.0,43.0,10.4,71.0,,451,2025,2025
636020499,300.0,42.0,9.7,71.0,,485,2025,2025
636020501,333.0,42.0,10.3,74.0,,686,2021,2025
636020518,190.0,32.0,11.9,70.0,,1549,2021,2024
636020519,190.0,32.0,12.0,70.0,,575,2021,2023
636020524,293.0,40.0,11.0,70.0,,169,2021,2021
636020536,333.0,48.0,12.7,71.0,,3064,2021,2025
636020550,169.0,27.0,5.1,70.0,,471,2024,2024
636020560,183.0,32.0,12.5,80.0,,110,2025,2025
636020562,274.0,48.0,11.3,80.0,,378,2021,2023
636020564,180.0,32.0,8.3,80.0,,334,2023,2023
636020573,225.0,32.0,7.1,70.0,,391,2024,2025
636020583,285.0,40.0,10.9,70.0,,496,2022,2024
636020584,229.0,32.0,8.6,70.0,,68,2025,2025
636020590,292.0,45.0,8.9,70.0,,468,2023,2023
636020592,190.0,33.0,7.4,79.0,,405,2022,2022
636020594,221.0,32.0,12.4,70.0,,130,2021,2021
636020597,229.0,32.0,11.9,70.0,,463,2021,2021
636020612,240.0,42.0,8.4,80.0,,899,2021,2022
636020648,261.0,32.0,11.1,70.0,,1027,2022,2024
636020651,229.0,32.0,7.6,70.0,,437,2023,2023
636020666,154.0,24.0,8.0,71.0,,446,2022,2022
636020671,200.0,32.0,6.7,70.0,,575,2024,2025
636020676,200.0,32.0,7.2,70.0,,477,2022,2022
636020677,200.0,32.0,7.2,70.0,,317,2024,2024
636020684,333.0,48.0,13.4,70.0,,1978,2021,2024
636020692,190.0,32.0,7.0,70.0,,168,2023,2023
636020694,274.0,48.0,11.3,80.0,,396,2023,2023
636020697,200.0,32.0,11.0,70.0,,354,2023,2023
636020723,190.0,32.0,6.2,70.0,,462,2024,2024
636020727,182.0,28.0,7.0,79.0,,1175,2021,2024
636020729,347.0,42.0,10.5,71.0,,209,2021,2021
636020730,347.0,43.0,11.7,71.0,,565,2022,2022
636020766,245.0,42.0,10.5,80.0,,155,2023,2023
636020769,277.0,40.0,12.0,71.0,,962,2022,2022
636020770,277.0,40.0,9.4,74.0,,470,2022,2025
636020772,277.0,40.0,11.4,71.0,,2075,2021,2024
636020773,277.0,40.0,11.6,79.0,,1061,2025,2025
636020775,276.0,40.0,12.8,73.0,,2029,2022,2025
636020778,183.0,32.0,10.7,80.0,,942,2021,2022
636020783,264.0,32.0,9.2,74.0,,1475,2022,2024
636020787,231.0,31.0,11.9,74.0,,647,2024,2025
636020804,250.0,44.0,8.2,80.0,,448,2023,2023
636020805,250.0,44.0,8.5,80.0,,374,2021,2021
636020821,250.0,44.0,10.1,80.0,,430,2022,2022
636020822,183.0,32.0,11.9,80.0,,511,2023,2025
636020825,229.0,33.0,8.0,70.0,,567,2022,2022
636020833,249.0,44.0,9.0,80.0,,162,2024,2024
636020834,249.0,44.0,9.3,80.0,,482,2024,2025
636020853,179.0,28.0,10.0,70.0,,439,2023,2023
636020854,189.0,32.0,9.5,79.0,,1307,2022,2022
636020857,180.0,30.0,9.6,70.0,,441,2021,2021
636020868,279.0,40.0,12.5,71.0,,2496,2021,2024
636020869,300.0,40.0,11.7,79.0,,4134,2022,2025
636020870,280.0,40.0,11.0,70.0,,963,2025,2025
636020873,229.0,32.0,8.5,70.0,,464,2021,2021
636020875,148.0,23.0,7.8,70.0,,1026,2021,2021
636020879,183.0,32.0,9.9,70.0,,285,2022,2022
636020880,230.0,32.0,7.5,80.0,,918,2021,2025
636020881,230.0,32.0,7.7,80.0,,1009,2021,2024
636020882,230.0,32.0,7.8,80.0,,1376,2022,2024
636020883,177.0,28.0,9.0,70.0,,1089,2022,2023
636020884,177.0,29.0,6.2,70.0,,477,2024,2024
636020886,260.0,32.0,10.1,73.0,,324,2023,2023
636020893,250.0,44.0,15.1,89.0,,219,2023,2023
636020898,293.0,32.0,11.2,70.0,,173,2024,2024
636020905,200.0,32.0,9.1,70.0,,518,2023,2023
636020908,199.0,32.0,7.5,70.0,,477,2023,2024
636020909,200.0,32.0,7.8,70.0,,1268,2021,2023
636020915,273.0,48.0,12.3,80.0,,1252,2022,2022
636020916,182.0,32.0,10.4,80.0,,274,2023,2025
636020917,183.0,32.0,12.4,80.0,,356,2024,2024
636020918,284.0,40.0,11.3,70.0,,702,2022,2025
636020921,182.0,32.0,7.7,80.0,,380,2025,2025
636020922,182.0,32.0,11.0,80.0,,434,2022,2022
636020933,170.0,27.0,7.3,70.0,,475,2021,2021
636020936,294.0,32.0,13.3,70.0,,440,2025,2025
636020937,200.0,40.0,10.3,74.0,,189,2022,2022
636020939,243.0,32.0,9.1,71.0,,631,2021,2023
636020941,243.0,32.0,9.7,70.0,,284,2023,2023
636020945,180.0,28.0,6.1,70.0,,767,2022,2023
636020952,212.0,30.0,9.0,71.0,,646,2023,2025
636020967,190.0,40.0,7.1,70.0,,467,2023,2023
636020974,176.0,28.0,6.1,79.0,,441,2023,2023
636020979,333.0,42.0,11.7,71.0,,1101,2022,2023
636020981,228.0,32.0,8.1,80.0,,413,2024,2024
636020984,295.0,32.0,9.9,71.0,,1134,2022,2022
636020985,294.0,32.0,10.9,72.0,,441,2022,2022
636020994,334.0,48.0,13.4,70.0,,963,2024,2024
636021002,304.0,40.0,9.6,79.0,,571,2022,2022
636021004,222.0,30.0,9.8,70.0,,1381,2023,2025
636021005,222.0,30.0,10.4,70.0,,562,2022,2023
636021012,328.0,48.0,14.3,70.0,,235,2025,2025
636021024,200.0,32.0,7.9,70.0,,115,2021,2021
636021027,277.0,48.0,9.2,80.0,,482,2023,2023
636021033,132.0,23.0,8.0,70.0,,1,2022,2022
636021035,368.0,51.0,13.0,72.0,,146,2024,2024
636021036,368.0,51.0,12.8,70.0,,552,2024,2024
636021040,270.0,42.0,9.9,70.0,,267,2022,2025
636021051,149.0,24.0,7.0,84.0,,954,2023,2023
636021055,243.0,32.0,10.8,79.0,,467,2021,2021
636021058,180.0,28.0,7.4,70.0,,807,2021,2023
636021059,180.0,29.0,9.1,79.0,,719,2025,2025
636021073,177.0,28.0,6.2,70.0,,291,2021,2021
636021083,299.0,46.0,9.3,84.0,,458,2025,2025
636021089,250.0,44.0,13.1,80.0,,208,2025,2025
636021101,280.0,40.0,11.7,74.0,,27,2022,2022
636021103,170.0,24.0,6.6,80.0,,374,2022,2022
636021123,328.0,48.0,9.7,71.0,,269,2022,2024
636021127,179.0,28.0,6.5,70.0,,854,2022,2024
636021135,250.0,44.0,9.0,80.0,,137,2023,2023
636021147,190.0,32.0,7.3,70.0,,107,2024,2024
636021148,200.0,32.0,7.6,70.0,,500,2023,2023
636021151,333.0,44.0,10.9,71.0,,595,2023,2023
636021155,331.0,42.0,11.1,74.0,,1783,2021,2023
636021160,294.0,32.0,11.7,71.0,,1159,2022,2025
636021161,293.0,32.0,12.1,71.0,,297,2022,2025
636021163,227.0,37.0,7.6,80.0,,582,2023,2025
636021164,227.0,37.0,8.4,80.0,,185,2025,2025
636021167,228.0,32.0,11.6,80.0,,382,2023,2023
636021168,180.0,29.0,7.1,80.0,,134,2025,2025
636021170,180.0,30.0,6.1,70.0,,439,2023,2023
636021177,180.0,30.0,8.3,70.0,,285,2025,2025
636021190,334.0,48.0,12.5,70.0,,1548,2022,2025
636021192,190.0,32.0,10.8,70.0,,314,2024,2024
636021194,274.0,48.0,9.4,80.0,,431,2025,2025
636021197,200.0,32.0,11.5,70.0,,352,2024,2025
636021198,185.0,30.0,8.1,70.0,,205,2023,2023
636021204,180.0,28.0,10.7,70.0,,137,2022,2022
636021215,229.0,37.0,7.5,70.0,,472,2022,2022
636021242,190.0,32.0,11.0,79.0,,409,2023,2024
636021251,300.0,48.0,12.2,70.0,,1129,2022,2025
636021252,207.0,30.0,11.2,79.0,,400,2024,2024
636021263,180.0,29.0,7.5,80.0,,527,2024,2025
636021264,177.0,29.0,9.2,70.0,,456,2024,2024
636021274,180.0,30.0,10.0,70.0,,459,2024,2024
636021278,190.0,32.0,11.2,70.0,,457,2025,2025
636021279,199.0,32.0,7.1,70.0,,236,2022,2022
636021288,229.0,36.0,8.0,70.0,,444,2023,2023
636021295,237.0,44.0,12.4,80.0,,519,2024,2024
636021318,199.0,32.0,7.6,70.0,,149,2024,2024
636021320,293.0,32.0,8.5,79.0,,253,2022,2022
636021321,294.0,32.0,11.6,70.0,,1848,2021,2024
636021329,294.0,32.0,11.1,70.0,,413,2022,2022
636021351,229.0,32.0,7.7,70.0,,139,2022,2022
636021352,229.0,32.0,8.0,70.0,,664,2024,2025
636021358,183.0,32.0,8.6,80.0,,91,2023,2023
636021359,183.0,32.0,7.9,84.0,,239,2025,2025
636021362,262.0,32.0,11.6,71.0,,557,2024,2025
636021365,335.0,51.0,12.4,70.0,,225,2022,2022
636021368,120.0,20.0,5.1,81.0,,503,2022,2022
636021382,183.0,32.0,11.4,80.0,,540,2022,2025
636021385,183.0,32.0,11.2,80.0,,301,2025,2025
636021387,334.0,48.0,12.7,79.0,,818,2022,2024
636021393,334.0,43.0,11.2,70.0,,2007,2023,2025
636021394,366.0,48.0,11.4,74.0,,783,2022,2023
636021410,124.0,20.0,6.2,80.0,,4085,2022,2025
636021419,190.0,32.0,7.5,70.0,,173,2023,2023
636021420,183.0,32.0,7.4,80.0,,299,2025,2025
636021426,190.0,32.0,11.3,70.0,,456,2025,2025
636021427,212.0,30.0,9.4,71.0,,3115,2022,2025
636021428,180.0,30.0,8.4,79.0,,424,2022,2022
636021430,139.0,21.0,6.4,70.0,,425,2023,2023
636021438,140.0,23.0,7.6,70.0,,1395,2022,2022
636021440,210.0,30.0,9.3,74.0,,5273,2022,2025
636021448,277.0,40.0,12.2,71.0,,345,2023,2025
636021449,277.0,40.0,9.4,71.0,,392,2022,2025
636021457,229.0,32.0,7.2,70.0,,476,2025,2025
636021462,333.0,48.0,13.5,70.0,,1582,2022,2025
636021466,180.0,30.0,9.0,70.0,,311,2022,2022
636021470,364.0,51.0,15.0,70.0,,467,2023,2023
636021472,262.0,32.0,10.0,71.0,,1187,2023,2025
636021476,172.0,28.0,7.9,71.0,,270,2023,2023
636021482,274.0,48.0,9.6,80.0,,369,2024,2024
636021487,180.0,30.0,8.6,70.0,,497,2025,2025
636021508,229.0,32.0,7.3,70.0,,417,2023,2025
636021509,182.0,32.0,8.5,80.0,,1500,2022,2025
636021527,225.0,32.0,7.5,70.0,,381,2025,2025
636021529,206.0,32.0,10.0,71.0,,1391,2023,2025
636021537,199.0,38.0,8.8,70.0,,473,2024,2024
636021548,180.0,32.0,6.9,70.0,,500,2023,2023
636021563,199.0,32.0,12.6,70.0,,309,2025,2025
636021568,180.0,29.0,7.8,80.0,,1046,2024,2025
636021569,180.0,29.0,7.5,80.0,,665,2023,2024
636021579,180.0,30.0,6.2,70.0,,364,2022,2022
636021582,183.0,32.0,10.0,80.0,,819,2022,2023
636021583,183.0,32.0,11.4,80.0,,230,2025,2025
636021584,199.0,32.0,7.2,70.0,,339,2023,2023
636021602,245.0,44.0,13.7,70.0,,362,2022,2022
636021626,229.0,32.0,7.3,70.0,,587,2023,2024
636021641,250.0,43.0,8.7,70.0,,611,2022,2024
636021642,250.0,43.0,13.5,70.0,,30,2022,2022
636021643,249.0,43.0,7.9,79.0,,735,2022,2024
636021649,316.0,46.0,13.6,71.0,,457,2022,2022
636021663,366.0,51.0,15.4,71.0,,466,2025,2025
636021664,260.0,32.0,7.5,73.0,,494,2024,2024
636021665,366.0,51.0,13.4,71.0,,628,2024,2025
636021666,366.0,51.0,12.7,74.0,,459,2024,2024
636021674,196.0,32.0,6.6,70.0,,469,2023,2023
636021690,333.0,48.0,13.9,71.0,,996,2023,2024
636021693,333.0,48.0,13.9,70.0,,406,2024,2024
636021711,229.0,32.0,9.1,70.0,,308,2022,2022
636021716,222.0,32.0,7.5,70.0,,470,2024,2024
636021722,200.0,28.0,10.3,70.0,,392,2023,2023
636021728,250.0,44.0,8.8,80.0,,700,2023,2025
636021739,261.0,32.0,9.9,73.0,,973,2022,2024
636021740,224.0,32.0,6.7,70.0,,453,2022,2022
636021741,190.0,32.0,12.8,70.0,,53,2025,2025
636021765,177.0,28.0,9.1,70.0,,607,2024,2025
636021771,366.0,51.0,11.4,71.0,,931,2025,2025
636021773,225.0,36.0,8.4,80.0,,340,2023,2023
636021785,200.0,32.0,9.2,79.0,,665,2022,2023
636021786,200.0,32.0,9.2,70.0,,392,2022,2022
636021798,180.0,30.0,6.3,70.0,,571,2024,2024
636021815,336.0,60.0,15.9,80.0,,433,2023,2023
636021821,230.0,32.0,7.8,80.0,,977,2023,2024
636021822,230.0,32.0,7.7,80.0,,317,2023,2023
636021851,190.0,32.0,6.4,70.0,,110,2022,2022
636021852,189.0,32.0,6.8,70.0,,713,2022,2022
636021864,225.0,32.0,14.3,70.0,,855,2025,2025
636021866,229.0,32.0,7.4,70.0,,498,2024,2024
636021897,180.0,32.0,8.6,70.0,,600,2023,2025
636021909,171.0,27.0,7.3,80.0,,1254,2024,2024
636021911,170.0,27.0,8.9,80.0,,903,2023,2025
636021914,161.0,25.0,8.2,71.0,,194,2025,2025
636021920,199.0,32.0,12.0,79.0,,712,2023,2025
636021923,183.0,32.0,8.0,80.0,,465,2023,2023
636021927,273.0,48.0,12.9,80.0,,455,2023,2023
636021935,183.0,31.0,6.8,70.0,,1163,2024,2025
636021961,243.0,44.0,14.5,80.0,,121,2025,2025
636021962,243.0,44.0,13.9,80.0,,263,2025,2025
636021972,180.0,30.0,8.7,70.0,,474,2025,2025
636021992,278.0,40.0,11.4,71.0,,320,2025,2025
636021993,278.0,40.0,10.8,73.0,,753,2025,2025
636021994,303.0,40.0,11.0,70.0,,866,2024,2024
636022001,180.0,30.0,10.4,70.0,,244,2023,2023
636022007,285.0,40.0,12.4,71.0,,460,2025,2025
636022008,197.0,32.0,9.0,70.0,,933,2022,2023
636022010,137.0,20.0,5.8,80.0,,468,2025,2025
636022013,244.0,42.0,9.4,80.0,,7,2022,2022
636022022,294.0,32.0,11.9,71.0,,753,2023,2025
636022034,180.0,29.0,7.2,80.0,,698,2025,2025
636022035,183.0,32.0,6.4,70.0,,472,2023,2023
636022045,229.0,37.0,7.5,70.0,,687,2024,2024
636022066,159.0,27.0,8.2,89.0,,2128,2023,2025
636022067,159.0,27.0,9.8,80.0,,370,2023,2023
636022111,304.0,40.0,13.0,71.0,,193,2023,2023
636022112,304.0,40.0,8.7,70.0,,343,2024,2024
636022113,304.0,40.0,12.9,70.0,,488,2023,2023
636022128,229.0,32.0,7.2,70.0,,489,2024,2024
636022134,200.0,32.0,10.6,70.0,,464,2023,2023
636022149,227.0,36.0,9.1,70.0,,500,2024,2024
636022160,183.0,32.0,9.0,80.0,,246,2025,2025
636022162,183.0,32.0,9.0,80.0,,412,2025,2025
636022166,183.0,32.0,11.1,80.0,,747,2024,2025
636022168,198.0,32.0,6.5,70.0,,246,2024,2024
636022175,172.0,27.0,7.4,79.0,,1579,2024,2025
636022178,172.0,27.0,8.4,71.0,,413,2025,2025
636022180,183.0,32.0,8.0,80.0,,53,2025,2025
636022194,199.0,32.0,9.7,70.0,,451,2025,2025
636022260,183.0,32.0,9.8,80.0,,115,2024,2024
