mmsi,length_m,width_m,draft_m,vessel_type,imo,n_obs,first_year,last_year
306137000,131.0,19.0,5.8,79.0,,941,2021,2022
306140000,134.0,20.0,5.9,70.0,,803,2022,2022
306157000,169.0,32.0,6.3,70.0,,1247,2016,2021
306216000,139.0,22.0,9.3,70.0,,142,2021,2021
306872000,117.0,18.0,6.7,70.0,,479,2015,2015
308015000,316.0,45.0,14.5,70.0,,1310,2020,2023
308026000,117.0,20.0,7.6,80.0,,1400,2015,2018
308064000,245.0,32.0,13.43,70.0,,501,2015,2015
308077000,185.0,30.0,12.2,70.0,,1124,2016,2017
308090000,158.0,24.0,10.0,70.0,,344,2022,2023
308109000,240.0,42.0,14.9,80.0,,1381,2016,2019
308121000,158.0,24.0,10.0,70.0,,560,2019,2019
308122000,158.0,24.0,10.0,70.0,,295,2019,2019
308124000,159.0,24.0,10.0,79.0,,448,2017,2017
308126000,158.0,24.0,10.0,70.0,,3,2022,2022
308136000,288.0,44.0,12.4,81.0,,71,2016,2016
308184000,199.0,30.0,10.79,70.0,,513,2015,2015
308203000,200.0,31.0,11.7,70.0,,3585,2015,2019
308245000,230.0,32.0,13.2,79.0,,1282,2015,2015
308262000,183.0,32.0,9.8,84.0,,483,2016,2016
308268000,187.0,29.0,12.1,70.0,,1360,2018,2019
308271000,224.0,32.0,12.6,70.0,,1297,2015,2018
308287000,171.0,25.0,10.0,70.0,,442,2018,2018
308299000,244.0,32.0,13.5,70.0,,1646,2018,2020
308315000,158.0,24.0,10.0,70.0,,429,2017,2018
308369000,199.0,32.0,10.0,70.0,,243,2018,2024
308371000,213.0,32.0,12.3,80.0,,2557,2017,2024
308373000,249.0,44.0,10.8,80.0,,242,2017,2017
308391000,240.0,42.0,14.9,80.0,,1350,2017,2018
308397000,246.0,32.0,13.5,70.0,,2027,2018,2024
308438000,158.0,24.0,10.0,70.0,,262,2021,2022
308461000,225.0,36.0,12.6,80.0,,160,2021,2021
308521000,188.0,29.0,12.1,70.0,,940,2015,2016
308527000,188.0,29.0,12.07,70.0,,911,2015,2015
308529000,183.0,29.0,11.8,70.0,,453,2015,2015
308531000,187.0,29.0,12.1,70.0,,794,2018,2019
308532000,187.0,29.0,12.4,70.0,,2377,2020,2023
308543000,129.0,20.0,8.71,89.0,,1815,2015,2017
308599000,199.0,32.0,10.0,70.0,,1824,2016,2019
308652000,119.0,19.0,6.8,80.0,,1114,2021,2023
308663000,230.0,36.0,11.62,84.0,,1191,2015,2015
308664000,238.0,42.0,14.8,80.0,,124,2015,2015
308668000,158.0,24.0,10.0,70.0,,465,2018,2018
308695000,187.0,29.0,12.1,70.0,,1270,2021,2022
308717000,224.0,32.0,14.4,70.0,,1066,2017,2023
308726000,199.0,32.0,10.0,70.0,,769,2018,2021
308744000,188.0,29.0,11.6,70.0,,1721,2015,2017
308773000,175.0,28.0,10.02,82.0,,157,2015,2015
308789000,178.0,28.0,9.8,70.0,,1832,2015,2020
308808000,175.0,31.0,8.8,70.0,,309,2021,2021
308868000,131.0,20.0,8.8,70.0,,1201,2016,2025
308871000,182.0,32.0,12.6,80.0,,36,2018,2018
308876000,178.0,28.0,9.8,70.0,,909,2020,2021
308921000,199.0,32.0,10.0,70.0,,264,2019,2019
308938000,228.0,32.0,14.5,89.0,,994,2016,2018
308945000,225.0,36.0,12.0,82.0,,19,2023,2024
308976000,222.0,32.0,12.8,70.0,,943,2018,2023
309022000,274.0,48.0,12.1,80.0,,175,2025,2025
309038000,228.0,32.0,14.5,80.0,,3198,2015,2018
309046000,316.0,46.0,14.5,71.0,,3667,2015,2025
309072000,274.0,48.0,17.0,80.0,,630,2020,2022
309075000,156.0,23.0,8.5,70.0,,461,2024,2024
309077000,230.0,36.0,11.62,81.0,,478,2015,2015
309108000,200.0,32.0,8.8,70.0,,705,2019,2025
309193000,164.0,24.0,10.0,79.0,,254,2016,2024
309198000,240.0,42.0,14.8,80.0,,746,2018,2018
309217000,184.0,27.0,11.3,89.0,,536,2017,2019
309234000,240.0,42.0,14.9,80.0,,1638,2015,2021
309253000,199.0,32.0,10.0,70.0,,1391,2017,2022
309281000,131.0,19.0,8.8,70.0,,968,2021,2023
309286000,228.0,32.0,14.3,80.0,,884,2017,2025
309293000,179.0,28.0,9.8,70.0,,611,2016,2016
309368000,239.0,42.0,14.9,89.0,,461,2016,2016
309369000,199.0,32.0,9.8,70.0,,167,2018,2024
309372000,185.0,30.0,12.2,70.0,,215,2021,2021
309373000,185.0,30.0,12.2,70.0,,467,2016,2016
309396000,179.0,29.0,9.79,70.0,,647,2015,2016
309401000,274.0,50.0,17.0,80.0,,71,2019,2019
309402000,178.0,28.0,9.8,70.0,,368,2020,2020
309509000,199.0,32.0,9.8,70.0,,770,2015,2018
309518000,240.0,42.0,14.9,80.0,,2181,2015,2022
309541000,171.0,27.0,11.8,80.0,,447,2020,2020
309562000,182.0,32.0,12.7,80.0,,913,2016,2016
309587000,189.0,31.0,12.8,70.0,,437,2019,2023
309617000,194.0,27.0,5.0,70.0,,394,2016,2016
309656000,200.0,32.0,9.73,70.0,,317,2015,2015
309681000,131.0,19.0,8.8,70.0,,1969,2018,2023
309686000,274.0,48.0,9.1,80.0,,3,2024,2024
309689000,131.0,19.0,8.8,70.0,,2297,2019,2024
309702000,116.0,20.0,8.5,89.0,,972,2015,2015
309716000,156.0,23.0,9.5,70.0,,322,2022,2022
309729000,225.0,32.0,14.3,70.0,,444,2019,2019
309734000,184.0,27.0,11.3,80.0,,42,2018,2018
309761000,190.0,31.0,12.8,70.0,,1101,2020,2023
309764000,199.0,32.0,13.5,70.0,,414,2021,2021
309822000,245.0,32.0,12.8,70.0,,471,2015,2016
309832000,184.0,27.0,11.32,80.0,,466,2015,2015
309838000,226.0,37.0,11.2,80.0,,853,2017,2019
309841000,150.0,22.0,9.1,70.0,,1036,2016,2016
309891000,226.0,32.0,10.8,80.0,,848,2022,2024
309901000,316.0,45.0,14.5,70.0,,1946,2020,2024
309905000,199.0,32.0,10.0,70.0,,474,2023,2023
309955000,176.0,31.0,8.8,70.0,,1127,2015,2025
309987000,240.0,42.0,14.9,80.0,,3547,2015,2024
309992000,274.0,48.0,15.5,80.0,,1293,2016,2025
309996000,199.0,32.0,13.5,70.0,,269,2023,2023
310223000,244.0,32.0,10.8,70.0,,354,2021,2021
310376000,294.0,32.0,8.3,79.0,,251,2017,2017
310409000,228.0,32.0,14.4,80.0,,387,2018,2018
310515000,182.0,40.0,13.0,80.0,,581,2019,2020
310549000,182.0,40.0,13.0,80.0,,2163,2015,2022
310554000,183.0,40.0,13.0,80.0,,130,2019,2019
310561000,242.0,42.0,13.9,80.0,,335,2016,2016
310579000,183.0,40.0,13.0,81.0,,496,2016,2016
310587000,182.0,40.0,13.0,80.0,,747,2022,2022
310602000,183.0,40.0,13.02,89.0,,1283,2015,2022
310654000,274.0,48.0,17.0,80.0,,798,2022,2023
310676000,293.0,32.0,9.9,70.0,,285,2015,2015
310683000,183.0,32.0,12.9,80.0,,420,2018,2018
310686000,183.0,,,80.0,,490,2020,2023
310690000,,,,80.0,,281,2021,2021
310691000,,,,80.0,,667,2022,2023
310700000,128.0,20.0,8.7,80.0,,1589,2015,2019
310701000,124.0,21.0,8.56,80.0,,198,2015,2015
310702000,129.0,20.0,8.71,80.0,,503,2015,2015
310703000,129.0,20.0,8.7,89.0,,1220,2015,2017
310704000,127.0,20.0,8.7,80.0,,887,2017,2017
310705000,129.0,20.0,8.71,89.0,,664,2015,2016
310706000,182.0,32.0,12.2,80.0,,940,2019,2020
310707000,182.0,32.0,12.2,80.0,,2286,2015,2020
310708000,183.0,32.0,12.22,82.0,,251,2015,2015
310709000,129.0,20.0,8.7,80.0,,998,2017,2017
310710000,183.0,32.0,12.2,89.0,,908,2017,2020
310711000,127.0,20.0,8.7,80.0,,1043,2017,2019
310712000,182.0,32.0,12.2,80.0,,574,2015,2018
310743000,128.0,20.0,8.7,80.0,,315,2018,2018
310757000,291.0,,,80.0,,118,2023,2023
310761000,268.0,32.0,12.5,79.0,,2200,2017,2019
310762000,183.0,40.0,12.2,80.0,,288,2019,2020
310764000,293.0,32.0,13.6,70.0,,2654,2017,2025
310765000,294.0,32.0,13.6,70.0,,2888,2018,2025
310768000,293.0,32.0,13.6,70.0,,646,2018,2020
310779000,293.0,46.0,9.4,84.0,,283,2023,2023
310825000,281.0,32.0,11.5,70.0,,1041,2022,2022
311000013,333.0,60.0,22.5,80.0,,1148,2016,2019
311000014,333.0,60.0,22.5,89.0,,4,2016,2016
311000076,189.0,32.0,12.3,70.0,,768,2018,2018
311000080,190.0,32.0,13.0,70.0,,119,2018,2018
311000081,190.0,32.0,13.0,70.0,,992,2018,2023
311000083,210.0,36.0,13.8,70.0,,470,2023,2023
311000101,200.0,32.0,9.9,70.0,,842,2018,2025
311000102,199.0,32.0,10.0,70.0,,57,2020,2020
311000103,200.0,32.0,9.0,70.0,,1248,2021,2025
311000104,199.0,32.0,10.0,70.0,,206,2023,2023
311000108,190.0,32.0,12.8,70.0,,478,2017,2017
311000111,275.0,48.0,17.0,80.0,,567,2018,2025
311000112,275.0,48.0,17.0,80.0,,862,2018,2020
311000117,190.0,32.0,13.0,70.0,,122,2019,2019
311000119,197.0,32.0,8.0,70.0,,240,2024,2024
311000126,166.0,27.0,9.6,70.0,,117,2015,2015
311000133,183.0,31.0,10.5,80.0,,241,2018,2018
311000136,243.0,42.0,14.8,80.0,,79,2021,2021
311000137,179.0,29.0,10.5,70.0,,477,2020,2020
311000138,228.0,32.0,14.0,80.0,,712,2015,2018
311000145,190.0,30.0,11.2,70.0,,465,2015,2015
311000149,138.0,23.0,9.3,89.0,,841,2017,2018
311000153,179.0,30.0,10.2,70.0,,354,2022,2022
311000158,180.0,28.0,10.0,70.0,,89,2016,2016
311000167,274.0,48.0,17.1,80.0,,440,2018,2018
311000177,225.0,32.0,14.2,70.0,,448,2017,2017
311000195,179.0,30.0,10.2,70.0,,1517,2019,2023
311000208,172.0,27.0,10.4,70.0,,557,2015,2019
311000221,242.0,42.0,15.4,80.0,,1186,2017,2021
311000222,242.0,42.0,15.4,80.0,,1395,2017,2023
311000223,242.0,42.0,15.4,80.0,,1283,2018,2025
311000224,242.0,42.0,15.4,80.0,,1185,2018,2024
311000225,244.0,42.0,14.9,84.0,,2454,2015,2023
311000231,183.0,31.0,7.5,80.0,,309,2024,2024
311000235,199.0,32.0,13.5,70.0,,785,2018,2021
311000239,190.0,32.0,12.7,70.0,,472,2016,2016
311000243,183.0,30.0,6.7,70.0,,169,2024,2024
311000251,225.0,36.0,12.0,80.0,,426,2022,2022
311000252,225.0,36.0,8.3,80.0,,663,2024,2024
311000255,225.0,36.0,7.8,80.0,,835,2021,2024
311000257,189.0,32.0,12.3,70.0,,409,2018,2018
311000259,179.0,29.0,10.5,70.0,,471,2020,2020
311000260,189.0,32.0,12.8,70.0,,115,2018,2018
311000269,199.0,32.0,13.0,70.0,,1237,2018,2022
311000279,228.0,42.0,10.8,80.0,,1762,2022,2025
311000287,172.0,27.0,10.55,70.0,,767,2015,2015
311000288,178.0,26.0,5.3,70.0,,480,2015,2015
311000298,190.0,29.0,10.4,70.0,,1121,2016,2022
311000299,189.0,28.0,10.4,70.0,,428,2018,2018
311000304,229.0,,,70.0,,627,2018,2019
311000316,179.0,30.0,9.8,70.0,,84,2022,2022
311000324,177.0,28.0,10.6,70.0,,497,2016,2018
311000327,182.0,30.0,11.7,70.0,,3225,2018,2024
311000333,274.0,48.0,9.2,80.0,,746,2017,2024
311000334,274.0,48.0,17.0,80.0,,813,2020,2024
311000335,274.0,48.0,16.2,80.0,,462,2025,2025
311000337,274.0,48.0,17.0,80.0,,126,2022,2022
311000338,274.0,48.0,17.0,80.0,,570,2016,2022
311000342,199.0,32.0,13.0,70.0,,46,2022,2022
311000345,225.0,36.0,11.6,80.0,,861,2020,2023
311000356,289.0,45.0,17.6,70.0,,466,2017,2017
311000357,243.0,42.0,9.2,80.0,,228,2024,2024
311000358,229.0,32.0,7.9,70.0,,541,2025,2025
311000360,250.0,44.0,11.8,80.0,,606,2023,2023
311000368,225.0,32.0,14.4,70.0,,606,2022,2025
311000373,226.0,,,80.0,,13,2019,2019
311000374,226.0,36.0,8.0,80.0,,454,2024,2024
311000375,226.0,,,80.0,,405,2022,2022
311000378,225.0,36.0,12.0,80.0,,1580,2018,2021
311000387,225.0,36.0,8.0,80.0,,1024,2022,2025
311000388,225.0,36.0,8.2,80.0,,1041,2018,2025
311000389,225.0,,,80.0,,1450,2018,2019
311000390,225.0,,,80.0,,358,2020,2020
311000391,225.0,,,80.0,,84,2023,2023
311000392,225.0,36.0,12.0,80.0,,843,2018,2024
311000393,225.0,,,80.0,,451,2019,2019
311000398,229.0,32.0,14.5,70.0,,337,2020,2020
311000400,199.0,,7.1,70.0,,617,2018,2025
311000403,226.0,,,70.0,,124,2021,2021
311000408,183.0,30.0,11.6,70.0,,7343,2018,2025
311000413,199.0,,,70.0,,923,2018,2019
311000421,197.0,32.0,9.8,70.0,,1213,2018,2025
311000427,229.0,32.0,11.8,70.0,,434,2025,2025
311000428,229.0,,,70.0,,8,2019,2019
311000429,229.0,,,70.0,,133,2019,2019
311000437,274.0,48.0,17.0,80.0,,843,2019,2022
311000438,274.0,48.0,10.2,80.0,,452,2021,2025
311000444,274.0,48.0,17.0,80.0,,11,2020,2020
311000449,274.0,48.0,17.0,80.0,,111,2021,2021
311000450,274.0,48.0,12.4,80.0,,461,2024,2024
311000451,264.0,48.0,17.0,89.0,,254,2016,2016
311000453,274.0,48.0,8.9,80.0,,147,2024,2024
311000454,274.0,48.0,16.0,80.0,,987,2017,2021
311000455,274.0,48.0,9.3,80.0,,246,2024,2025
311000459,199.0,,,70.0,,365,2019,2019
311000460,242.0,42.0,15.3,80.0,,1827,2018,2025
311000465,242.0,42.0,15.4,80.0,,1136,2020,2025
311000466,242.0,42.0,15.5,80.0,,303,2019,2020
311000467,242.0,42.0,15.3,80.0,,329,2022,2023
311000474,183.0,32.0,12.4,80.0,,399,2019,2019
311000476,295.0,46.0,9.3,84.0,,325,2022,2022
311000497,228.0,40.0,12.0,80.0,,354,2020,2020
311000500,228.0,40.0,12.0,80.0,,911,2019,2020
311000508,228.0,32.0,13.5,70.0,,594,2018,2020
311000512,178.0,27.0,10.9,70.0,,2220,2016,2021
311000513,178.0,27.0,10.9,70.0,,1500,2016,2020
311000519,225.0,32.0,14.0,70.0,,384,2018,2018
311000552,,,,70.0,,323,2023,2023
311000570,200.0,32.0,10.9,70.0,,1172,2023,2024
311000576,183.0,32.0,7.1,80.0,,11,2025,2025
311000584,183.0,30.0,11.4,70.0,,3275,2019,2025
311000589,183.0,32.0,8.5,89.0,,10,2022,2022
311000592,,,,80.0,,455,2018,2018
311000639,,,,80.0,,558,2021,2022
311000641,229.0,32.0,11.5,70.0,,56,2024,2024
311000644,151.0,23.0,7.9,79.0,,515,2022,2023
311000646,229.0,33.0,8.6,70.0,,1882,2021,2024
311000651,199.0,32.0,11.8,70.0,,743,2021,2024
311000673,177.0,28.0,9.1,70.0,,1992,2018,2021
311000674,91.0,14.0,4.3,70.0,,775,2017,2018
311000676,219.0,38.0,12.1,80.0,,345,2021,2021
311000682,117.0,17.0,5.3,70.0,,429,2020,2020
311000712,115.0,18.0,6.0,70.0,,525,2021,2023
311000713,115.0,18.0,5.9,70.0,,646,2021,2021
311000715,180.0,30.0,6.4,70.0,,904,2023,2025
311000717,229.0,32.0,7.4,70.0,,469,2021,2021
311000724,154.0,24.0,8.5,70.0,,34,2018,2018
311000731,229.0,32.0,7.2,70.0,,496,2023,2024
311000732,229.0,32.0,7.5,70.0,,125,2025,2025
311000736,229.0,32.0,7.2,70.0,,450,2021,2021
311000738,190.0,32.0,11.3,70.0,,5094,2018,2025
311000742,336.0,60.0,16.0,80.0,,155,2022,2022
311000743,336.0,60.0,14.1,80.0,,249,2022,2022
311000744,336.0,60.0,20.9,80.0,,297,2022,2022
311000746,336.0,60.0,11.1,80.0,,961,2023,2023
311000756,169.0,27.0,6.1,70.0,,466,2021,2021
311000757,229.0,32.0,7.3,70.0,,128,2021,2021
311000767,180.0,28.0,7.4,70.0,,1463,2021,2022
311000779,229.0,33.0,7.8,70.0,,1147,2021,2022
311000782,152.0,22.0,6.6,74.0,,42,2022,2022
311000789,190.0,32.0,9.3,70.0,,894,2021,2022
311000791,152.0,23.0,6.8,70.0,,43,2019,2019
311000796,152.0,24.0,7.5,70.0,,455,2025,2025
311000808,197.0,32.0,10.5,70.0,,1993,2021,2024
311000824,199.0,33.0,11.6,70.0,,325,2023,2025
311000834,150.0,22.0,8.0,70.0,,67,2024,2024
311000841,200.0,32.0,6.5,70.0,,257,2024,2024
311000857,188.0,32.0,8.4,70.0,,3155,2021,2025
311000863,250.0,44.0,9.0,80.0,,1676,2021,2023
311000864,250.0,44.0,9.0,80.0,,232,2024,2024
311000878,180.0,30.0,6.3,70.0,,303,2024,2024
311000886,186.0,28.0,9.4,70.0,,941,2022,2024
311000897,229.0,32.0,9.7,70.0,,136,2023,2025
311000898,230.0,32.0,12.0,70.0,,495,2022,2023
311000899,189.0,32.0,11.3,70.0,,3695,2021,2024
311000902,274.0,48.0,9.9,89.0,,3,2023,2023
311000903,274.0,48.0,13.6,80.0,,463,2023,2025
311000905,190.0,32.0,11.6,70.0,,4873,2021,2025
311000907,225.0,32.0,8.9,70.0,,1450,2020,2025
311000915,250.0,44.0,11.8,80.0,,43,2023,2023
311000921,347.0,45.0,10.4,79.0,,339,2024,2024
311000922,346.0,44.0,10.8,71.0,,436,2024,2024
311000923,396.0,54.0,12.7,71.0,,977,2021,2023
311000933,177.0,28.0,6.2,70.0,,1074,2020,2025
311000937,183.0,35.0,12.3,80.0,,102,2025,2025
311000944,183.0,32.0,12.2,80.0,,5,2024,2024
311000954,250.0,44.0,11.3,80.0,,1381,2022,2025
311000963,336.0,60.0,10.9,80.0,,476,2022,2022
311000973,150.0,22.0,7.0,79.0,,46,2025,2025
311000980,178.0,29.0,6.7,70.0,,947,2021,2024
311000985,180.0,30.0,6.7,70.0,,59,2023,2023
311000991,229.0,32.0,7.8,70.0,,460,2025,2025
311001007,228.0,32.0,11.8,80.0,,1641,2021,2023
311001014,170.0,27.0,9.9,70.0,,310,2023,2023
311001015,173.0,29.0,7.8,70.0,,691,2021,2022
311001018,150.0,22.0,8.4,70.0,,473,2021,2021
311001022,180.0,30.0,6.8,70.0,,318,2023,2023
311001027,155.0,24.0,8.7,70.0,,59,2021,2021
311001032,190.0,32.0,9.8,70.0,,441,2022,2022
311001035,155.0,23.0,8.8,70.0,,52,2022,2022
311001046,237.0,44.0,14.2,80.0,,372,2021,2021
311001055,183.0,32.0,8.1,89.0,,197,2023,2023
311001070,180.0,30.0,8.9,70.0,,944,2022,2022
311001073,144.0,24.0,7.0,70.0,,1046,2023,2025
311001077,145.0,24.0,9.2,79.0,,104,2023,2023
311001079,237.0,44.0,8.4,80.0,,239,2025,2025
311001082,169.0,27.0,10.1,70.0,,853,2023,2024
311001084,155.0,24.0,9.5,70.0,,129,2022,2022
311001087,189.0,32.0,10.4,70.0,,977,2022,2024
311001110,190.0,32.0,11.1,70.0,,2658,2023,2025
311001124,190.0,32.0,9.4,70.0,,359,2023,2023
311001136,189.0,32.0,10.1,79.0,,1532,2023,2025
311001156,190.0,32.0,9.8,70.0,,69,2024,2024
311001169,250.0,44.0,12.4,80.0,,520,2023,2024
311001176,244.0,42.0,11.9,80.0,,881,2023,2024
311001200,182.0,32.0,12.6,80.0,,147,2018,2018
311001220,188.0,32.0,10.6,70.0,,1085,2024,2025
311001230,250.0,45.0,8.8,80.0,,459,2023,2023
311001244,260.0,32.0,10.0,70.0,,216,2025,2025
311001246,200.0,32.0,10.2,70.0,,912,2025,2025
311001247,182.0,32.0,11.2,70.0,,1622,2023,2025
311001274,199.0,32.0,10.5,70.0,,193,2024,2024
311001292,199.0,36.0,13.3,70.0,,453,2025,2025
311001296,190.0,28.0,6.7,79.0,,73,2024,2024
311001298,244.0,44.0,12.8,80.0,,433,2025,2025
311001308,244.0,44.0,11.3,80.0,,121,2025,2025
311001337,197.0,33.0,11.5,70.0,,309,2024,2024
311001345,260.0,32.0,10.7,70.0,,439,2024,2025
311001374,183.0,30.0,11.0,70.0,,1056,2023,2025
311001384,183.0,30.0,10.2,70.0,,471,2025,2025
311001416,350.0,43.0,11.2,71.0,,657,2024,2024
311001454,200.0,32.0,11.7,70.0,,443,2024,2024
311001548,199.0,38.0,8.4,70.0,,221,2025,2025
311001549,229.0,32.0,7.3,70.0,,44,2024,2024
311001568,250.0,44.0,9.0,80.0,,427,2025,2025
311001599,199.0,36.0,6.4,70.0,,480,2025,2025
311001605,199.0,31.0,9.2,70.0,,115,2025,2025
311001617,199.0,31.0,10.5,70.0,,670,2025,2025
311001618,200.0,32.0,9.4,70.0,,737,2025,2025
311001622,200.0,32.0,11.5,70.0,,122,2025,2025
311001625,199.0,30.0,6.0,70.0,,424,2025,2025
311001626,199.0,30.0,11.8,79.0,,476,2025,2025
311001630,199.0,31.0,6.5,70.0,,539,2025,2025
311001700,316.0,46.0,12.4,71.0,,654,2015,2015
311002200,180.0,32.0,12.1,80.0,,1000,2016,2016
311002500,225.0,32.0,14.2,70.0,,923,2017,2020
311002800,199.0,32.0,10.0,70.0,,513,2018,2020
311002900,199.0,32.0,10.2,70.0,,49,2023,2023
311003100,199.0,32.0,10.0,70.0,,2289,2019,2025
311003300,199.0,32.0,10.0,70.0,,2413,2018,2021
311003400,199.0,32.0,10.0,70.0,,552,2019,2024
311003500,175.0,31.0,8.8,70.0,,721,2017,2023
311003600,176.0,31.0,8.74,70.0,,926,2015,2017
311003900,176.0,31.0,8.8,70.0,,2282,2019,2023
311004000,135.0,16.0,7.6,70.0,,7267,2016,2024
311004900,199.0,32.0,9.8,70.0,,755,2016,2019
311005200,244.0,42.0,8.9,80.0,,435,2018,2018
311005600,189.0,28.0,10.4,70.0,,915,2021,2025
311005700,190.0,29.0,10.4,70.0,,333,2015,2025
311006400,120.0,20.0,7.4,83.0,,900,2017,2018
311006800,120.0,20.0,7.4,81.0,,679,2015,2018
311007100,225.0,36.0,12.6,80.0,,45,2020,2020
311007300,316.0,46.0,11.9,71.0,,1093,2015,2015
311007700,177.0,28.0,10.0,70.0,,852,2020,2021
311008100,179.0,28.0,9.79,70.0,,349,2015,2015
311008200,179.0,28.0,9.8,70.0,,1104,2015,2017
311008600,189.0,32.0,9.1,70.0,,459,2023,2024
311008700,189.0,32.0,9.1,70.0,,724,2015,2023
311009200,183.0,32.0,12.2,80.0,,1143,2020,2021
311009600,109.0,18.0,7.4,70.0,,475,2016,2016
311011500,190.0,32.0,12.6,70.0,,1175,2018,2023
311012800,183.0,32.0,12.2,80.0,,469,2018,2018
311013600,200.0,32.0,9.8,70.0,,337,2015,2017
311013800,177.0,28.0,10.8,70.0,,2073,2018,2022
311013900,189.0,28.0,10.4,70.0,,629,2018,2023
311015100,200.0,32.0,9.8,70.0,,928,2015,2024
311015200,183.0,32.0,12.2,80.0,,2150,2019,2024
311015300,243.0,42.0,12.6,80.0,,1964,2020,2025
311015600,177.0,28.0,10.0,70.0,,514,2023,2023
311015700,169.0,28.0,8.4,70.0,,480,2016,2016
311016000,129.0,20.0,8.7,80.0,,1063,2015,2016
311016100,179.0,28.0,9.8,70.0,,215,2016,2016
311016400,179.0,28.0,9.79,70.0,,790,2015,2019
311016600,178.0,28.0,8.6,70.0,,1420,2024,2025
311016900,190.0,32.0,12.8,70.0,,129,2017,2017
311017100,183.0,32.0,12.2,80.0,,1165,2015,2024
311017800,177.0,28.0,10.8,70.0,,859,2018,2023
311018000,189.0,28.0,10.4,70.0,,1372,2019,2021
311018600,200.0,32.0,9.8,70.0,,181,2017,2017
311018700,228.0,42.0,14.8,80.0,,3,2022,2022
311019100,228.0,32.0,10.0,70.0,,1120,2016,2022
311019300,228.0,32.0,14.5,80.0,,465,2018,2018
311019400,228.0,32.0,14.4,80.0,,554,2020,2020
311019500,228.0,32.0,14.5,80.0,,473,2021,2021
311021900,110.0,21.0,7.6,82.0,,2,2023,2023
311022900,138.0,23.0,9.1,80.0,,838,2015,2018
311023300,138.0,23.0,9.3,89.0,,912,2015,2016
311024400,190.0,32.0,12.8,70.0,,471,2015,2015
311024500,189.0,32.0,12.8,70.0,,476,2019,2019
311024600,189.0,32.0,12.8,70.0,,259,2018,2018
311024800,190.0,32.0,12.8,70.0,,457,2020,2020
311025100,189.0,32.0,12.8,70.0,,290,2019,2020
311025400,190.0,32.0,6.6,70.0,,176,2024,2024
311025800,177.5,28.5,10.8,70.0,,956,2017,2018
311029000,136.0,16.0,7.6,70.0,,1321,2015,2015
311029600,147.0,24.0,9.4,89.0,,513,2015,2015
311029800,229.0,32.0,14.6,70.0,,96,2018,2018
311032200,177.0,28.0,10.0,70.0,,449,2020,2020
311033200,179.0,28.0,6.5,70.0,,822,2018,2025
311033300,189.0,32.0,12.8,70.0,,930,2023,2024
311036200,189.0,32.0,12.8,70.0,,1210,2018,2025
311036300,190.0,32.0,12.8,79.0,,1340,2015,2016
311036600,183.0,32.0,13.3,80.0,,1377,2018,2018
311036700,183.0,32.0,13.3,80.0,,386,2016,2016
311037100,189.0,28.0,10.4,70.0,,963,2022,2025
311037500,190.0,23.0,10.1,70.0,,443,2020,2020
311037600,190.0,23.0,10.1,70.0,,450,2020,2020
311037700,183.0,32.0,13.5,80.0,,1186,2016,2021
311039000,199.0,32.0,10.0,70.0,,795,2019,2025
311039800,182.0,32.0,12.9,80.0,,430,2018,2018
311039900,228.0,42.0,14.8,80.0,,310,2023,2023
311040100,229.0,42.0,14.8,89.0,,692,2015,2015
311040600,199.0,32.0,10.0,70.0,,1124,2018,2025
311040700,200.0,32.0,9.4,70.0,,996,2019,2025
311040800,200.0,32.0,9.6,70.0,,1509,2018,2024
311040900,229.0,32.0,14.6,70.0,,910,2018,2020
311042500,179.0,28.0,10.2,70.0,,211,2020,2020
311044000,228.0,32.0,14.3,80.0,,1143,2018,2018
311044300,200.0,31.0,10.2,70.0,,181,2015,2024
311044400,199.0,30.0,11.8,70.0,,991,2015,2024
311044500,199.0,30.0,8.6,70.0,,2643,2018,2025
311045300,199.0,32.0,9.8,70.0,,109,2018,2023
311045400,183.0,32.0,13.5,80.0,,805,2018,2022
311046600,183.0,32.0,13.5,80.0,,436,2019,2019
311046700,183.0,32.0,13.5,80.0,,597,2018,2018
311047100,134.0,22.0,5.9,89.0,,1307,2015,2015
311047500,200.0,32.0,12.8,70.0,,27,2016,2016
311048300,168.0,28.0,8.7,70.0,,481,2021,2021
311049400,190.0,32.0,12.6,70.0,,576,2018,2023
311051000,131.0,19.0,8.8,70.0,,1960,2019,2023
311052700,199.0,32.0,10.0,70.0,,1173,2018,2025
311053100,186.0,27.0,10.9,70.0,,273,2020,2020
311053300,229.0,32.0,14.5,70.0,,2194,2019,2025
311053400,229.0,32.0,14.5,70.0,,949,2019,2024
311053500,229.0,32.0,14.5,79.0,,753,2022,2025
311054300,199.0,32.0,10.0,70.0,,542,2023,2023
311054400,199.0,32.0,10.0,70.0,,588,2021,2022
311054900,144.0,21.0,9.2,70.0,,47,2020,2021
311055200,189.0,28.0,10.4,70.0,,106,2023,2023
311055300,189.0,28.0,10.4,70.0,,800,2020,2023
311055400,189.0,28.0,10.3,70.0,,177,2024,2024
311055500,189.0,28.0,10.4,70.0,,253,2022,2022
311055800,177.0,28.0,10.0,70.0,,862,2021,2021
311056900,228.0,32.0,13.5,70.0,,3139,2018,2025
311057100,228.0,32.0,13.5,70.0,,5788,2018,2025
311057300,228.0,32.0,13.5,70.0,,2946,2018,2022
311057900,199.0,32.0,13.0,70.0,,459,2019,2019
