MMSI,Port,YearMonth,anchor_hours,berth_hours,manoeuvre_hours,transit_hours,unknown_hoteling_hours,total_mode_hours
636018824,Houston,2023-08,0.0,0.0,0.0,0.7116666666666667,0.0,0.7116666666666667
636018848,Houston,2023-08,0.0,0.0,0.0,3.7616666666666663,0.0,3.7616666666666663
636019077,Houston,2023-08,0.0,0.0,0.0,3.605555555555556,0.0,3.605555555555556
636019181,Houston,2023-08,0.0,0.0,0.0,3.495,0.0,3.495
636019198,Houston,2023-08,0.0,0.0,0.0,8.858611111111111,0.0,8.858611111111111
636019233,Houston,2023-08,0.0,0.0,0.0,3.375,0.0,3.375
636019245,Houston,2023-08,0.0,15.94361111111111,0.2888888888888888,0.8938888888888888,0.0,17.126388888888886
636019425,Houston,2023-08,0.0,18.087222222222223,0.2108333333333333,0.9280555555555556,0.0,19.226111111111116
636019496,Houston,2023-08,0.0,0.0,0.0,3.5836111111111117,0.0,3.5836111111111117
636019638,Houston,2023-08,0.0,0.0,0.0,9.019166666666669,0.0,9.019166666666669
636019823,Houston,2023-08,0.0,0.0,0.0,0.6777777777777778,0.0,0.6777777777777778
636020130,Houston,2023-08,0.0,38.31138888888889,0.4522222222222222,1.1813888888888888,0.0,39.94500000000001
636020258,Houston,2023-08,0.0,56.695277777777775,0.4222222222222222,1.0563888888888888,0.0,58.17388888888889
636020293,Houston,2023-08,0.0,0.0,0.0,3.516388888888889,0.0,3.516388888888889
636020307,Houston,2023-08,0.0,26.393611111111117,0.2455555555555555,0.8447222222222222,0.0,27.48388888888889
636020367,Houston,2023-08,0.0,0.0,0.0,8.875277777777779,0.0,8.875277777777779
636020425,Houston,2023-08,0.0,0.0,0.0,9.011666666666668,0.0,9.011666666666668
636020766,Houston,2023-08,0.0,43.15861111111112,0.4863888888888888,3.915555555555556,0.3930555555555555,47.95361111111112
636020772,Houston,2023-08,0.0,42.44916666666667,0.7183333333333333,0.6986111111111111,0.0,43.86611111111112
636020882,Houston,2023-08,0.0,0.0,0.0,3.6969444444444446,0.0,3.6969444444444446
636021004,Houston,2023-08,0.0,17.423333333333332,0.1344444444444444,0.8752777777777778,0.0,18.433055555555555
636021055,Houston,2023-08,0.0,16.556944444444444,0.3394444444444444,0.8633333333333333,0.0,17.759722222222223
636021163,Houston,2023-08,0.0,0.0,0.0,3.794444444444444,0.0,3.794444444444444
636021195,Houston,2023-08,0.0,0.0,0.0,3.7391666666666663,0.0,3.7391666666666663
636021410,Houston,2023-08,0.0,40.109722222222224,0.2877777777777778,4.306111111111111,0.0,44.70361111111112
636021427,Houston,2023-08,0.0,0.0,0.0,8.878055555555555,0.0,8.878055555555555
636021440,Houston,2023-08,0.0,0.0,0.0,8.632222222222222,0.0,8.632222222222222
636021482,Houston,2023-08,0.0,0.0,0.0,0.8308333333333333,0.0,0.8308333333333333
636021773,Houston,2023-08,0.0,0.0,0.0,9.4625,0.0,9.4625
636021785,Houston,2023-08,0.0,0.0,0.0,3.585833333333333,0.0,3.585833333333333
636021822,Houston,2023-08,0.0,0.0,0.0,3.673888888888889,0.0,3.673888888888889
636022279,Houston,2023-08,0.0,0.0,0.0,3.458333333333333,0.0,3.458333333333333
636022578,Houston,2023-08,0.0,0.0,0.0,0.7275,0.0,0.7275
636022580,Houston,2023-08,0.0,27.717777777777776,0.3352777777777778,1.0005555555555556,0.0,29.05361111111111
636022620,Houston,2023-08,0.0,0.0,0.0,6.283055555555555,0.0,6.283055555555555
636022806,Houston,2023-08,0.0,0.0,0.0,3.455277777777778,0.0,3.455277777777778
636022853,Houston,2023-08,0.0,0.0,0.0,0.7163888888888889,0.0,0.7163888888888889
636023029,Houston,2023-08,0.0,0.0,0.0,0.9061111111111112,0.0,0.9061111111111112
636023238,Houston,2023-08,0.0,0.0,0.0,14.608055555555556,0.0,14.608055555555556
636091189,Houston,2023-08,0.0,4.8563888888888895,0.2455555555555555,0.7963888888888889,0.0,5.898333333333334
